X,Y,WARD,PARCEL,PID_LONG,WPD,BATCH,SHAPE_area,SHAPE_len,Project_ID,Perm_type,Have_it,Year_TAPA,PID,Permit_ID,Proj_nam,MAL,MAL2,MAL3,MAL4,MAL5,MAL6,MAL7,Lot_Type,Add_Space,Ex__Spaces,Perm_space,Gen_Park,Rest_Park,Land_Use,_land_sqft,bldg_Sqft,Units,ManCo,ManAd,ManCon,DevName,DevName2,DevAddy,DevAddy2,Par_own,Own_Addy,Cost_Hour,Cost_day,Cost_mon,Op_hours,Op_days,Lease_Own,Park_type,Lev_grade,Entry,An_report,APCC_perm,Space_coun,Paper_rec,E_file,APCC_Notes,Issue_date,Mod_date,Mod_date2,Mod_date3,2010_Freez,2010_Exem,2010_Excl,2010_Tot,Comments,User_Group,Ut_rates,Use_Notes,Mon_Pass,Agreements,Valet,1977_PuL,1977_PuG,1977_PriL,1977_PriG,BAPCC_PuL,BAPCC_PuG,BAPCC_PrL,BAPCC_PrG,1991_PuL,1991_PuG,1991_PrL,1991_PrG,Elec_Veh,Car_van,C_V_Desc,Ped_Path,Incentives,Outlets,Out_Dets,bike_space,Bike_Short,Bike_long,Low_Em,MASS_Ride,Match,Joint,Guarantee,Sub_T_Pass,Sub_Desc,TMA,CommuteWor,Moto_Scoot,T_Pass_Sal,Trans_Coor,Ped_Prog,Shut_bus,Cash_out,prom_mats,Show_facs,Unb_Park,Car_share,Car_share2,Notes,Fenway,Perm_Summ,OBJECTID,_Freez,_Exem,_Excl,_Tot,_PuL,_PuG,_PriL,_PriG,_PuL_1,_PuG_1,_PrL,_PrG,No_2010_AP,Shape_Leng,y_n_bike,TOT_Space,Note,Proj_nam_1,TYPE,LOC_ID,Proj_nam_2,PARCEL_1,PID_LONG_1,WPD_1,PID_1,TOTAL_COM_,20171127_Respondent (First+ Last),20171127_Gensler Revised Parking Spots,20171127_Parking Typology (use dropdown)
-71.07029684488802,42.338340087044699,8,1212,0801212000,08-01-020,0,34251.38242260000,806.14820526100,00387,"TAPA, APCC
",,,0801212000,,,690-700 Harrison Ave,,,,,,,garage,,160,160,0.000000,160.000000,"Residential, ground retail",,,84,,,,"700 Harrison LLC, c/o Mitchell Properties, LLC",,"20 Park Plaza, Suite 441, Boston, MA 02116",,,,,,,,,conveyed as easements,,"2 level, below grade",key card,,,,,,,,,,,,160,,160,,,,,,,,,,,,,,,188,,,,,,,0.000000,Y,,,,0.000000,,,,,,,,will encourage tenants,,,,,,Y - building manager,,,,Y,,Y,Y,1.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,160.00000000000,,,Exempt,A00387,,1212,0801212000,08-01-020,0801212000,160.000000,Carmen Schweizer,160,Surface Parking
-71.068123508450824,42.349517351683851,5,188,0500188000,05-01-120,0,6977.38912690000,343.32625112300,00281,APCC,,,0500188000,180,45 SEAMAN'S HOUSE,45 Church St,,,,,,,,,0,9,0.000000,9.000000,,,,,,,,,,,,,,,,,,,,,,,,180,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,15,0,0,0,15,0,0,0,9,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,9.00000000000,,45 SEAMAN'S HOUSE,Exempt,A00281,45 SEAMAN'S HOUSE,188,0500188000,05-01-120,0500188000,9.000000,Carmen Schweizer,9,Below Grade (building on top)
-71.062684014568887,42.34361816785065,3,6577,0306577000,03-08-135,0,54748.50666830000,985.66906860400,00213,APCC,,,0306577000,,,275 Albany St,,,,,,,,,155,155,0.000000,155.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,155,,,,,,,,,,,,,,20,62,,,10,78,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,155.00000000000,,,Exempt,A00213,,6577,0306577000,03-08-135,0306577000,155.000000,Carmen Schweizer,155,Below Grade (building on top)
-71.068134372859021,42.338479362588579,8,1161,0801161000,08-01-045,0,23358.59173330000,614.85823637500,00385,APCC,,,0801161000,313,DUPONT LOT C,114-122 E Dedham St,,,,,,,,,0,140,0.000000,140.000000,,,,,,,,,,,,,,,,,,,,,,,,313,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,90,0,0,0,90,0,0,0,140,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,140.00000000000,,DUPONT LOT C,Exempt,A00385,DUPONT LOT C,1161,0801161000,08-01-045,0801161000,140.000000,Carmen Schweizer,140,Surface Parking
-71.083461247521399,42.343523138958915,4,2304,0402304000,04-05-045,0,61386.79740860000,1294.49411494000,00267,APCC,,,0402304000,264,MIDTOWN MOTOR INN GARAGE,200-220 Huntington Ave,,,,,,,,,,125,0.000000,125.000000,,,,,,,,,,,,,,,,,,,,,,,,264,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,0,145,0,0,0,145,0,0,0,125,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,Y,1,0,,,,,,,,,,,,,,0.00000000000,,125.00000000000,,MIDTOWN MOTOR INN GARAGE,Exempt,A00267,MIDTOWN MOTOR INN GARAGE,2304,0402304000,04-05-045,0402304000,125.000000,Carmen Schweizer,125,Below Grade (building on top)
-71.066579579734267,42.344492315091728,3,6146,0306146000,03-08-110,0,23101.92586090000,601.80832044000,00198,APCC,Y,,0306146000,288,STANHOPE LOT,194-200 Shawmut Ave,,,,,,,Open air,,89,89,89.000000,0.000000,,,,,,,,"Stanhope Inc,",,"76 Seattle Street, Allston, MA 02134",,,,,,,,,,,,,,288,,Y,Y,n/a,6/11/1998,,,,89,0,,89,Renewed by APCC 1998,General public,,,,,,0,0,0,400,0,0,0,400,0,0,0,407,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,89.00000000000,,STANHOPE LOT,Commercial,A00198,STANHOPE LOT,6146,0306146000,03-08-110,0306146000,89.000000,Carmen Schweizer,89,Surface Parking
-71.064638047057059,42.348942120610801,3,5560-10,0305560010,03-08-070,0,81058.73953000001,1318.62082800000,00194,APCC,Y,,0305560010,627,DON BOSCO PARKING LOT,821-831 Washington St,,,,,,,,,58,58,0.000000,58.000000,,,,,,,,CJ Washington Street LLc,,,,,,,,,,,,,,,,627,,Y,Y,n/a,2/26/1999,,,,0,58,,58,"Granted by APCC January 6, 1999","Hotel guests, visitors and employees",,,,,,,,,,0,70,0,0,0,50,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,58.00000000000,,DON BOSCO PARKING LOT,Exempt,A00194,DON BOSCO PARKING LOT,5560-10,0305560010,03-08-070,0305560010,58.000000,Carmen Schweizer,58,Below Grade (building on top)
-71.064091463936393,42.346029625542513,3,6234-10,0306234010,03-08-115,0,78955.98803370001,1127.18644923000,00201,"TAPA, APCC",,,0306234010,,,,,,,,,,garage,,300,300,0.000000,0.000000,Research,,,,,,,,,,,,,,,,,,,self,,,,,,,,,,,,,,300,,300,,,,,,,,,,,,,40,51,155,,25,36,95,,,0.000000,Y,,,,25.000000,,Yes,,,,Y,,,,,,,Y,,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,300.00000000000,,,Mixed,A00201,,6234-10,0306234010,03-08-115,0306234010,325.000000,Kevin Kusina,300,Stand-alone parking 
-71.068857071048612,42.339134167794874,8,1153-10,0801153010,08-01-045,0,20625.88378310000,645.20272164200,00384,APCC,,,0801153010,622,DUPONT LOT A,E DEDHAM ST,,,,,,,,,0,15,0.000000,15.000000,,,,,,,,,,,,,,,,,,,,,,,,622,,,,n/a,n/a,,,,,,,0,,,,,,,,,,,,,,,,0,0,15,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,15.00000000000,together 40 spaces for Boston Police building,DUPONT LOT A,Exempt,A00384,DUPONT LOT A,1153-10,0801153010,08-01-045,0801153010,15.000000,Carmen Schweizer,15,Surface Parking
-71.069564590992016,42.348387324930577,5,1095,0501095000,05-01-165,0,2793.73769203000,208.53530868700,00296,APCC,,,0501095000,184,CORTES ST LOT,0 Arlington St,,,,,,,,,0,14,0.000000,14.000000,,,,,,,,,,,,,,,,,,,,,,,,184,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,17,0,0,0,17,0,0,0,14,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,14.00000000000,,CORTES ST LOT,Exempt,A00296,CORTES ST LOT,1095,0501095000,05-01-165,0501095000,14.000000,Carmen Schweizer,14,Surface Parking
-71.066317196632667,42.350213321933225,5,82,0500082000,05-01-040,0,11447.76844190000,489.15921966900,00274,APCC,Y,,0500082000,623,Nstar Lot,80-84 Warrenton St,,,,,,,,,21,21,0.000000,21.000000,,,,,,,,NSTAR c/o Harry Collings,,"10 Derne Street, Boston, MA 02114",,,,,,,,,,,,,,623,,Y,Y,n/a,4/13/2011,,,,,21,,21,"Modified by APCC April 13, 2011","Lessees, employees, patrons, customers, clients, patients, and guests",,,,,,,,,,0,0,155,0,0,0,44,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,21.00000000000,,Nstar Lot,Exempt,A00274,Nstar Lot,82,0500082000,05-01-040,0500082000,21.000000,Carmen Schweizer,21,Surface Parking
-71.057985818959395,42.364696647064221,3,1507,0301507000,03-04-065,0,1756.69156891000,215.52898760600,00033,APCC,,,0301507000,52,JOE TECCE LOT,61 N Washington St,,,,,,,,,0,25,0.000000,25.000000,,,,,,,,,,,,,,,,,,,,,,,,52,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,20,0,0,0,20,0,0,0,25,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,25.00000000000,,JOE TECCE LOT,Exempt,A00033,JOE TECCE LOT,1507,0301507000,03-04-065,0301507000,25.000000,Carmen Schweizer,25,Surface Parking
-71.069456783948397,42.366358254800517,3,942,0300942000,03-05-125,0,60540.95077770000,1519.38106614000,00030,APCC,,,0300942000,3,MDC LOT,4 Charles River Dm,,,,,,,,,0,63,0.000000,63.000000,,,,,,,,,,,,,,,,,,,,,,,,3,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,60,0,0,0,60,0,0,0,63,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,63.00000000000,,MDC LOT,Exempt,A00030,MDC LOT,942,0300942000,03-05-125,0300942000,63.000000,Carmen Schweizer,63,Stand-alone parking 
-71.071050161221066,42.360175607522031,5,2444,0502444000,05-05-020,0,11850.31235150000,498.53020462500,00319,APCC,,,0502444000,227,CHARLES ST GARAGE,144-162 Charles St,,,,,,,,,0,135,135.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,227,,,,n/a,n/a,,,,,,,0,,,,,,,,0,65,0,0,0,65,0,0,0,135,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,135.00000000000,,CHARLES ST GARAGE,Commercial,A00319,CHARLES ST GARAGE,2444,0502444000,05-05-020,0502444000,135.000000,Carmen Schweizer,135,Stand-alone parking attached to side of building
-71.064851397901663,42.343357398130891,3,6390-10,0306390010,03-07-140,0,9212.83199643000,467.70536323200,00204,"TAPA, Amendment, APCC",,,0306390010,,DOVER RESIDENCES,40 FAY ST,1166 Washington St,,,,,,Garage,,180,188,0.000000,188.000000,,"47,791",199000,133,,,,,,,,,,,,,,,,self,2 stories,KeY card,,,,,,,,,,,,,188,188,,,,,,,,,,,,,,,109,,,,,,Y,1.000000,Y,,,,72.000000,,Indoor,,,CARAVAN,,,Y,,Y,Y,,Y,Y,,,,Y,,,Y,20.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,188.00000000000,,DOVER RESIDENCES,N/A,A00204,DOVER RESIDENCES,6390-10,0306390010,03-07-140,0306390010,0.000000,Carmen Schweizer,188,Below Grade (building on top)
-71.06482879011881,42.34937187869027,3,5599-30,0305599030,03-08-070,0,17789.12002740000,846.10785960300,00195,APCC,,,0305599030,195,TREMONT ST LOT,290 Tremont St,,,,,,,,,0,73,73.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,195,,,,n/a,n/a,,,,,,,0,,,,,,,,80,0,0,0,80,0,0,0,73,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,73.00000000000,,TREMONT ST LOT,Commercial,A00195,TREMONT ST LOT,5599-30,0305599030,03-08-070,0305599030,73.000000,Carmen Schweizer,73,Below Grade (building on top)
-71.061788206796933,42.345328468845437,3,6725,0306725000,03-08-140,0,4745.80757557000,304.95768111300,00215,APCC,,,0306725000,334,ITOA LOT,217 Albany St,223 Albany St,,,,,,,,0,20,0.000000,20.000000,,,,,,,,,,,,,,,,,,,,,,,,334,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,20,0,0,0,20,0,0,0,20,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,20.00000000000,,ITOA LOT,Exempt,A00215,ITOA LOT,6725,0306725000,03-08-140,0306725000,20.000000,Carmen Schweizer,20,Surface Parking
-71.063687445117154,42.343927931472557,3,6569,0306569000,03-08-135,0,14398.63759810000,484.85993152600,00210,APCC,,,0306569000,330,QUINZANI LOT,380 Harrison Ave,,,,,,,,,0,10,0.000000,10.000000,,,,,,,,,,,,,,,,,,,,,,,,330,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,10,0,0,0,10,0,0,0,10,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,10.00000000000,,QUINZANI LOT,Exempt,A00210,QUINZANI LOT,6569,0306569000,03-08-135,0306569000,10.000000,Carmen Schweizer,10,Surface Parking
-71.054946803246992,42.360961566777512,3,3409,0303409000,03-01-145,0,49913.29073270000,1013.14597044000,00099,APCC,Y,,0303409000,87,CLINTON ST GARAGE,20 Clinton St,,,,,,,Covered,,698,698,698.000000,0.000000,,,,,,,,"James F. Sullivan, Trustee, DS Parking Trust",,"200 State Street, Boston, MA 02109",,,,,,,,,,,,,,87,,Y,Y,n/a,6/16/1993,,,,698,0,,698,"Count is lower, possilble wrong garage, restriped for a total of 698 spaces, and increase of 101 spaces, short term parking only",General public,,Short term parking only,,,,50,0,0,0,0,597,0,0,0,600,0,0,,Y,10.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,698.00000000000,,CLINTON ST GARAGE,Commercial,A00099,CLINTON ST GARAGE,3409,0303409000,03-01-145,0303409000,698.000000,Carmen Schweizer,698,Stand-alone parking 
-71.066924571427364,42.346876932487824,5,515,0500515000,05-01-230,0,59654.85333120000,1209.36211299000,00284,APCC,,,0500515000,343,HERALD ST GARAGE,120 Herald St,,,,,,,,,0,411,0.000000,411.000000,,,,,,,,,,,,,,,,,,,,,,,,343,,,,n/a,n/a,,,,,,,0,,,,,,,,0,394,0,0,0,394,0,0,0,411,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,411.00000000000,,HERALD ST GARAGE,Commercial,A00284,HERALD ST GARAGE,515,0500515000,05-01-230,0500515000,411.000000,Carmen Schweizer,411,Stand-alone parking 
-71.065638314242335,42.350011913556209,5,65,0500065000,05-01-035,0,21560.94162400000,576.57010350600,00272,APCC,,,0500065000,174,TREMONT HOUSE HOTEL LOT,271-279 Tremont St,,,,,,,,,0,35,0.000000,35.000000,,,,,,,,,,,,,,,,,,,,,,,,174,,,,n/a,n/a,,,,,,,0,,,,,,,,35,0,0,0,35,0,0,0,35,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,35.00000000000,,TREMONT HOUSE HOTEL LOT,Commercial,A00272,TREMONT HOUSE HOTEL LOT,65,0500065000,05-01-035,0500065000,35.000000,Carmen Schweizer,35,Surface Parking
-71.066169274394625,42.349989322551785,5,83,0500083000,05-01-040,0,5322.28880251000,292.03535241400,00275,APCC,,,0500083000,173.1,WARRENTON ST LOT,74 Warrenton St,,,,,,,,,0,36,0.000000,36.000000,,,,,,,,,,,,,,,,,,,,,,,,173.1,,,,n/a,n/a,,,,,,,0,,,,,,,,,,,,,,,,0,0,36,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,36.00000000000,,WARRENTON ST LOT,Exempt,A00275,WARRENTON ST LOT,83,0500083000,05-01-040,0500083000,36.000000,Carmen Schweizer,36,Below Grade (building on top)
-71.064436101617545,42.345148278814385,3,6337,0306337000,03-08-120,0,87419.15184890000,1154.64687880000,00203,APCC,,,0306337000,291,GRAYBAR ELEC LOT,345 Harrison Ave,,,,,,,,,0,64,0.000000,64.000000,,,,,,,,,,,,,,,,,,,,,,,,291,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,72,0,0,0,72,0,0,0,64,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,64.00000000000,,GRAYBAR ELEC LOT,Exempt,A00203,GRAYBAR ELEC LOT,6337,0306337000,03-08-120,0306337000,64.000000,Carmen Schweizer,64,Surface Parking
-71.067972377788138,42.346140247488897,5,478-2,0500478002,05-01-205,0,208641.81987400001,4370.87396646000,00283,APCC,,,0500478002,277.1,CASTLE SQUARE,2 Paul Pl,,,,,,,,,0,117,0.000000,117.000000,,,,,,,,,,,,,,,,,,,,,,,,277.1,,,,n/a,n/a,,,,,,,0,,,,,,,,,,,,0,0,94,0,0,0,117,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,117.00000000000,,CASTLE SQUARE,Exempt,A00283,CASTLE SQUARE,478-2,0500478002,05-01-205,0500478002,117.000000,Carmen Schweizer,117,Stand-alone parking 
-71.074819397824228,42.341917235630376,9,248,0900248000,09-01-032,0,13024.14604070000,459.41580953800,00398,APCC,Y,,0900248000,88,TAINO TOWER CONDO,143 W Brookline St,,,,,,,,,21,21,0.000000,21.000000,,,,,,,,"Mr. Roger Herzog, Taino Tower Development Corporation",,"405 Shawmut Avenue, Boston, MA 02118",,,,,,,,,,,,,,88,,Y,Y,n/a,03/15/190,,,,0,21,,21,,Tenants and employees,,,,,,,,,,0,0,0,21,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,21.00000000000,,TAINO TOWER CONDO,Exempt,A00398,TAINO TOWER CONDO,248,0900248000,09-01-032,0900248000,21.000000,Carmen Schweizer,21,Below Grade (building on top)
-71.069098922078666,42.335668622224269,8,1066-250,0801066250,08-01-075,0,39463.95501760000,813.14186299900,00380,APCC,Y,,0801066250,2010,Biosquare Parcel E,0 Albany St,,,,,,,,,0,1000,0.000000,1000.000000,,,,,,,,"Biosquare Realty Trust, Boston University Medical Campus, c/o Office of Fin",,"715 Albany Street, Boston, MA 02218",,,,,,,,,,,,,,2010,,Y,Y,n/a,12/8/2010,,,,,,,0,"Granted by APCC December 8, 2010","Lessees, employees, patrons, customers, clients, patients, and guests",,"The permittee shall not make more than 86 parking spaces available to lessees, employees, patrons, customers, clients, patients, and guests of the Boston University Medical Center.",,,,,,,,0,0,0,1000,,,,,,,0.000000,,,,,0.000000,,Yes,,,,,,Y,35% subsidized monthly passes for BMC employees,,,,,Y,,Y,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,1000.00000000000,,Biosquare Parcel E,N/A,A00380,Biosquare Parcel E,1066-250,0801066250,08-01-075,0801066250,0.000000,Carmen Schweizer,1000,Stand-alone parking 
-71.058027501038111,42.348749018617404,3,5363-100,0305363100,03-08-425,0,259952.67796100001,2402.70739326000,00188,APCC,,,0305363100,608,MBTA/P&B EMPLOYEE LOT,135 Kneeland St,185 Kneeland St,,,,,,,,169,169,169.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,608,,Y,,n/a,n/a,,,,169,0,0,169,MBTA claims to have 215 public spaces,,,,,,,,,,,169,0,0,0,0,0,100,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,169.00000000000,,MBTA/P&B EMPLOYEE LOT,Commercial,A00188,MBTA/P&B EMPLOYEE LOT,5363-100,0305363100,03-08-425,0305363100,169.000000,Carmen Schweizer,169,Surface Parking
-71.070703180035835,42.344949356346078,5,815-20,0500815020,05-01-260,0,64167.89890010000,1088.12851820000,00293,"TAPA, APCC",,,0500815020,,Boston Center for the Arts,505 Tremont St,,,,,,,Garage,,375,350,130.000000,245.000000,mixed use,,52500 non residential,100,,,,,,,,,,,,,,,,Self,"2 level, underground",,,,,,,,,,,,130,245,,375,,,,,,,,,,44,,,130,,245,,,73,,,,0.000000,,,,,35.000000,,,,,,,,Will encourage tenants,,will investigate,,,,Y,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,350.00000000000,,Boston Center for the Arts,Mixed,A00293,Boston Center for the Arts,815-20,0500815020,05-01-260,0500815020,375.000000,Carmen Schweizer,350,Below Grade (building on top)
-71.069367370791099,42.337734362101934,8,1213,0801213000,08-01-020,0,37383.60847350000,997.93483581000,00388,APCC,Y,,0801213000,74,EAST CANTON STREET ASSOCIATES,79 E Canton St,89 E Canton St,99 E Canton St,109 E Canton St,,,,,,33,33,0.000000,0.000000,,,,,,,,"East Canton Street Associates c/o Mark S. Plonskier, Peabody & Brown",,"One Boston Place, Boston, MA 02108",,,,,,,,,,,,,,74,,Y,Y,n/a,2/26/1982,,,,0,0,33,33,"Residential parking only, submit to the commission a complete listing of all people utilizing the parking spaces by full name, address, and registration number, every January 1st.",Residents,,,,,,,,,,0,0,0,33,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,33.00000000000,,EAST CANTON STREET ASSOCIATES,N/A,A00388,EAST CANTON STREET ASSOCIATES,1213,0801213000,08-01-020,0801213000,0.000000,Carmen Schweizer,33,Surface Parking
-71.069385256287816,42.34679638086218,5,693,0500693000,05-01-197,0,10498.12066280000,403.99799808600,00285,APCC,Y,,0500693000,85,NEW GREEN APPLE,439-441 Tremont St,,,,,,,,,23,23,0.000000,23.000000,,,,,,,,"Kevin Doherty, HJ Davis Development Corporation",,"40 Glen Avenue, Newton, MA 02159",,,,,,,,,,,,,,85,,Y,Y,n/a,6/27/1988,,,,0,23,,23,,"tenants, employees, patrons, guests",,,,,,,,,,0,0,23,0,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,23.00000000000,,NEW GREEN APPLE,Exempt,A00285,NEW GREEN APPLE,693,0500693000,05-01-197,0500693000,23.000000,Carmen Schweizer,23,Surface Parking
-71.070954593179778,42.348959826671809,5,1129,0501129000,05-01-095,0,19270.62608870000,583.08869124200,00299,APCC,,,0501129000,185,FIRE DEPT LOT   ENG#22,194 Columbus Ave,,,,,,,,,0,22,0.000000,22.000000,,,,,,,,,,,,,,,,,,,,,,,,185,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,22,0,0,0,22,0,0,0,22,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,22.00000000000,,FIRE DEPT LOT   ENG#22,Exempt,A00299,FIRE DEPT LOT   ENG#22,1129,0501129000,05-01-095,0501129000,22.000000,Carmen Schweizer,22,Surface Parking
-71.070367218810787,42.346503831087936,5,697,0500697000,05-01-195,0,7201.04259772000,348.77796878700,00286,APCC,,,0500697000,283.2,APPLETON ST LOT,9 Appleton St,,,,,,,,,0,22,0.000000,22.000000,,,,,,,,,,,,,,,,,,,,,,,,283.2,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,16,0,0,0,16,0,0,0,22,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,22.00000000000,,APPLETON ST LOT,Exempt,A00286,APPLETON ST LOT,697,0500697000,05-01-195,0500697000,22.000000,Carmen Schweizer,22,Below Grade (building on top)
-71.071367838396057,42.348548204702148,5,1110,0501110000,05-01-165,0,10659.88374180000,403.41275913800,00297,APCC,,,0501110000,188,COLUMBUS AVE LOT,0 Isabella St,,,,,,,,,93,93,93.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,188,,,,n/a,n/a,,,,93,0,,93,,,,,,,,52,0,0,0,52,0,0,0,52,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,93.00000000000,,COLUMBUS AVE LOT,Commercial,A00297,COLUMBUS AVE LOT,1110,0501110000,05-01-165,0501110000,93.000000,Carmen Schweizer,93,Surface Parking
-71.058114692649156,42.349472501296276,3,5363,0305363000,03-08-425,0,17057.94447690000,523.54041676200,00187,APCC,,,0305363000,161,BOSTON THERMAL CO LOT,153-173 Kneeland St,,,,,,,,,0,30,0.000000,30.000000,,,,,,,,,,,,,,,,,,,,,,,,161,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,75,0,0,0,75,0,0,0,c,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,30.00000000000,,BOSTON THERMAL CO LOT,N/A,A00187,BOSTON THERMAL CO LOT,5363,0305363000,03-08-425,0305363000,0.000000,Carmen Schweizer,30,Surface Parking
-71.063587848230014,42.344179487002187,3,6570,0306570000,03-08-135,0,12431.75503540000,453.35992320100,00211,APCC,,,0306570000,331,HO KONG BEAN LOT,370 Harrison Ave,,,,,,,,,0,14,0.000000,14.000000,,,,,,,,,,,,,,,,,,,,,,,,331,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,14,0,0,0,14,0,0,0,14,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,14.00000000000,,HO KONG BEAN LOT,Exempt,A00211,HO KONG BEAN LOT,6570,0306570000,03-08-135,0306570000,14.000000,Carmen Schweizer,14,Surface Parking
